Date,Level
3/1/14,100
3/2/14,100
3/3/14,101.043498
3/4/14,101.043498
3/5/14,101.043498
3/6/14,101.043498
3/7/14,101.1310747
3/8/14,101.1310747
3/9/14,101.1310747
3/10/14,101.1628379
3/11/14,101.1628379
3/12/14,101.2023103
3/13/14,101.2023103
3/14/14,101.1777791
3/15/14,101.1777791
3/16/14,101.1777791
3/17/14,101.1777791
3/18/14,103.9719572
3/19/14,103.9719572
3/20/14,103.9719572
3/21/14,103.9719572
3/22/14,103.9719572
3/23/14,103.9719572
3/24/14,103.9719572
3/25/14,103.9719572
3/26/14,103.9719572
3/27/14,103.9719572
3/28/14,103.9719572
3/29/14,103.9719572
3/30/14,103.9719572
3/31/14,103.9719572
4/1/14,103.9719572
4/2/14,103.9719572
4/3/14,103.9719572
4/4/14,103.9719572
4/5/14,103.9719572
4/6/14,103.9719572
4/7/14,103.9719572
4/8/14,103.9719572
4/9/14,103.9719572
4/10/14,103.9719572
4/11/14,103.9719572
4/12/14,103.9719572
4/13/14,103.9719572
4/14/14,103.9719572
4/15/14,103.9719572
4/16/14,103.9719572
4/17/14,103.98746
4/18/14,103.98746
4/19/14,103.98746
4/20/14,103.98746
4/21/14,103.98746
4/22/14,103.98746
4/23/14,103.98746
4/24/14,103.98746
4/25/14,103.9395474
4/26/14,103.9395474
4/27/14,103.9395474
4/28/14,103.9395474
4/29/14,103.9395474
4/30/14,104.0020297
5/1/14,104.0401776
5/2/14,103.8588957
5/3/14,103.8588957
5/4/14,103.8588957
5/5/14,103.8588957
5/6/14,104.0162557
5/7/14,103.518108
5/8/14,104.8357832
5/9/14,102.9655944
5/10/14,102.9655944
5/11/14,102.9655944
5/12/14,102.9991865
5/13/14,102.9991865
5/14/14,102.9991865
5/15/14,102.9991865
5/16/14,102.9991865
5/17/14,102.9991865
5/18/14,102.9991865
5/19/14,102.9991865
5/20/14,102.9991865
5/21/14,102.9991865
5/22/14,102.9991865
5/23/14,102.9991865
5/24/14,102.9991865
5/25/14,102.9991865
5/26/14,102.9991865
5/27/14,102.9991865
5/28/14,102.9991865
5/29/14,102.9991865
5/30/14,102.9991865
5/31/14,102.9991865
6/1/14,102.9991865
6/2/14,102.9991865
6/3/14,102.9991865
6/4/14,102.9991865
6/5/14,102.9991865
6/6/14,103.035888
6/7/14,103.035888
6/8/14,103.035888
6/9/14,103.035888
6/10/14,103.035888
6/11/14,103.035888
6/12/14,103.035888
6/13/14,103.035888
6/14/14,103.035888
6/15/14,103.035888
6/16/14,103.035888
6/17/14,103.035888
6/18/14,103.035888
6/19/14,103.035888
6/20/14,103.035888
6/21/14,103.035888
6/22/14,103.035888
6/23/14,103.035888
6/24/14,103.035888
6/25/14,103.035888
6/26/14,103.035888
6/27/14,103.035888
6/28/14,103.035888
6/29/14,103.035888
6/30/14,103.035888
7/1/14,103.035888
7/2/14,103.035888
7/3/14,103.035888
7/4/14,103.035888
7/5/14,103.035888
7/6/14,103.035888
7/7/14,103.035888
7/8/14,103.035888
7/9/14,103.035888
7/10/14,103.035888
7/11/14,103.035888
7/12/14,103.035888
7/13/14,103.035888
7/14/14,103.035888
7/15/14,103.035888
7/16/14,103.035888
7/17/14,103.035888
7/18/14,103.035888
7/19/14,103.035888
7/20/14,103.035888
7/21/14,103.035888
7/22/14,103.035888
7/23/14,103.035888
7/24/14,103.035888
7/25/14,103.0117965
7/26/14,103.0117965
7/27/14,103.0117965
7/28/14,103.0117965
7/29/14,103.0117965
7/30/14,103.1147825
7/31/14,103.714022
8/1/14,103.9613262
8/2/14,103.9613262
8/3/14,103.9613262
8/4/14,103.9613262
8/5/14,104.1798022
8/6/14,104.4166369
8/7/14,115.116596
8/8/14,119.0198863
8/9/14,119.0198863
8/10/14,119.0198863
8/11/14,119.5015307
8/12/14,119.5015307
8/13/14,119.5015307
8/14/14,119.5015307
8/15/14,119.5015307
8/16/14,119.5015307
8/17/14,119.5015307
8/18/14,119.4936468
8/19/14,119.4936468
8/20/14,119.4936468
8/21/14,119.4936468
8/22/14,119.4936468
8/23/14,119.4936468
8/24/14,119.4936468
8/25/14,119.4936468
8/26/14,119.4936468
8/27/14,119.4974498
8/28/14,119.4974498
8/29/14,119.4974498
8/30/14,119.4974498
8/31/14,119.4974498
9/1/14,119.4974498
9/2/14,119.4974498
9/3/14,119.4974498
9/4/14,119.4974498
9/5/14,119.7953158
9/6/14,119.7953158
9/7/14,119.7953158
9/8/14,119.7953158
9/9/14,119.7953158
9/10/14,119.7953158
9/11/14,119.7953158
9/12/14,119.7953158
9/13/14,119.7953158
9/14/14,119.7953158
9/15/14,119.7953158
9/16/14,119.7953158
9/17/14,119.7953158
9/18/14,119.7953158
9/19/14,119.7953158
9/20/14,119.7953158
9/21/14,119.7953158
9/22/14,119.7953158
9/23/14,119.7953158
9/24/14,119.7953158
9/25/14,119.7953158
9/26/14,119.7953158
9/27/14,119.7953158
9/28/14,119.7953158
9/29/14,119.7953158
9/30/14,119.7953158
10/1/14,119.7953158
10/2/14,119.7953158
10/3/14,119.7953158
10/4/14,119.7953158
10/5/14,119.7953158
10/6/14,119.7953158
10/7/14,119.7953158
10/8/14,119.7953158
10/9/14,119.7953158
10/10/14,119.7953158
10/11/14,119.7953158
10/12/14,119.7953158
10/13/14,119.7953158
10/14/14,119.7953158
10/15/14,119.7953158
10/16/14,119.7953158
10/17/14,119.7953158
10/18/14,119.7953158
10/19/14,119.7953158
10/20/14,119.7953158
10/21/14,119.7953158
10/22/14,119.7953158
10/23/14,119.8850639
10/24/14,119.8830983
10/25/14,119.8830983
10/26/14,119.8830983
10/27/14,119.8830983
10/28/14,119.8830983
10/29/14,125.0935352
10/30/14,125.1089003
10/31/14,124.4735846
11/1/14,124.4735846
11/2/14,124.4735846
11/3/14,124.4735846
11/4/14,124.188016
11/5/14,124.1877405
11/6/14,118.3891897
11/7/14,114.3216939
11/8/14,114.3216939
11/9/14,114.3216939
11/10/14,113.9941464
11/11/14,113.9941464
11/12/14,113.9941464
11/13/14,113.9941464
11/14/14,113.9941464
11/15/14,113.9941464
11/16/14,113.9941464
11/17/14,113.9941464
11/18/14,113.9941464
11/19/14,113.9941464
11/20/14,113.9941464
11/21/14,113.9941464
11/22/14,113.9941464
11/23/14,113.9941464
11/24/14,113.9941464
11/25/14,113.9941464
11/26/14,113.9941464
11/27/14,113.9941464
11/28/14,113.9941464
11/29/14,113.9941464
11/30/14,113.9941464
12/1/14,113.9941464
12/2/14,113.9941464
12/3/14,113.9941464
12/4/14,113.9941464
12/5/14,113.9941464
12/6/14,113.9941464
12/7/14,113.9941464
12/8/14,113.9941464
12/9/14,113.9941464
12/10/14,113.9941464
12/11/14,113.9941464
12/12/14,113.9941464
12/13/14,113.9941464
12/14/14,113.9941464
12/15/14,113.9941464
12/16/14,113.9941464
12/17/14,113.9941464
12/18/14,113.9941464
12/19/14,114.0629663
12/20/14,114.0629663
12/21/14,114.0629663
12/22/14,114.0629663
12/23/14,114.0629663
12/24/14,114.0629663
12/25/14,114.0629663
12/26/14,114.0629663
12/27/14,114.0629663
12/28/14,114.0629663
12/29/14,114.0629663
12/30/14,114.0629663
12/31/14,114.0629663
1/1/15,114.0629663
1/2/15,114.0629663
1/3/15,114.0629663
1/4/15,114.0629663
1/5/15,114.0629663
1/6/15,114.0629663
1/7/15,114.0629663
1/8/15,114.0629663
1/9/15,114.0629663
1/10/15,114.0629663
1/11/15,114.0629663
1/12/15,114.0629663
1/13/15,114.0629663
1/14/15,114.0629663
1/15/15,114.0629663
1/16/15,114.0629663
1/17/15,114.0629663
1/18/15,114.0629663
1/19/15,114.0629663
1/20/15,114.0629663
1/21/15,114.0629663
1/22/15,114.0629663
1/23/15,114.0629663
1/24/15,114.0629663
1/25/15,114.0629663
1/26/15,114.0629663
1/27/15,114.0629663
1/28/15,114.0629663
1/29/15,114.0629663
1/30/15,114.0629663
1/31/15,114.0629663
2/1/15,114.0629663
2/2/15,114.0629663
2/3/15,114.0629663
2/4/15,114.0629663
2/5/15,114.0629663
2/6/15,114.0629663
2/7/15,114.0629663
2/8/15,114.0629663
2/9/15,113.6774502
2/10/15,113.6791669
2/11/15,113.6791669
2/12/15,113.6802
2/13/15,113.6802
2/14/15,113.6802
2/15/15,113.6802
2/16/15,113.6802
2/17/15,113.6802
2/18/15,113.7047418
2/19/15,113.7047418
2/20/15,113.1353213
2/21/15,113.1353213
2/22/15,113.1353213
2/23/15,113.1724095
2/24/15,110.8556256
2/25/15,110.8556256
2/26/15,105.869333
2/27/15,86.59300054
2/28/15,86.59300054
3/1/15,86.59300054
3/2/15,84.40318897
3/3/15,84.40318897
3/4/15,84.40318897
3/5/15,84.40318897
3/6/15,84.16889215
3/7/15,84.16889215
