Date,Index
2/18/2015,121.4362663
2/19/2015,121.4362663
2/20/2015,121.4362663
2/21/2015,121.4362663
2/22/2015,121.4362663
2/23/2015,121.4362663
2/24/2015,121.4362663
2/25/2015,121.4362663
2/26/2015,121.4362663
2/27/2015,121.4362663
2/28/2015,121.4362663
3/1/2015,121.4362663
3/2/2015,121.4362663
3/3/2015,121.4362663
3/4/2015,121.4362663
3/5/2015,121.4362663
3/6/2015,121.4362663
3/7/2015,121.4362663
3/8/2015,121.4362663
3/9/2015,121.4362663
3/10/2015,121.4362663
3/11/2015,121.4362663
3/12/2015,121.4362663
3/13/2015,121.4362663
3/14/2015,121.4362663
3/15/2015,121.4362663
3/16/2015,121.4362663
3/17/2015,121.4362663
3/18/2015,121.4362663
3/19/2015,121.4362663
3/20/2015,121.4362663
3/21/2015,121.4362663
3/22/2015,121.4362663
3/23/2015,121.4362663
3/24/2015,121.4362663
3/25/2015,121.4362663
3/26/2015,121.4362663
3/27/2015,121.4362663
3/28/2015,121.4362663
3/29/2015,121.4362663
3/30/2015,121.4362663
3/31/2015,121.4362663
4/1/2015,121.4362663
4/2/2015,121.4362663
4/3/2015,121.4362663
4/4/2015,121.4362663
4/5/2015,121.4362663
4/6/2015,121.4362663
4/7/2015,121.4362663
4/8/2015,121.4362663
4/9/2015,121.4362663
4/10/2015,121.4362663
4/11/2015,121.4362663
4/12/2015,121.4362663
4/13/2015,121.4362663
4/14/2015,121.4362663
4/15/2015,121.4362663
4/16/2015,121.4362663
4/17/2015,121.4360588
4/18/2015,121.4360588
4/19/2015,121.4360588
4/20/2015,121.4360588
4/21/2015,121.4360588
4/22/2015,121.4360588
4/23/2015,121.2241038
4/24/2015,121.3868017
4/25/2015,121.3868017
4/26/2015,121.3868017
4/27/2015,121.3868017
4/28/2015,128.3798246
4/29/2015,128.8753814
4/30/2015,128.8753814
5/1/2015,128.8753814
5/2/2015,128.8753814
5/3/2015,128.8753814
5/4/2015,128.8753814
5/5/2015,128.8753814
5/6/2015,128.8753814
5/7/2015,128.8753814
5/8/2015,128.8753814
5/9/2015,128.8753814
5/10/2015,128.8753814
5/11/2015,128.8753814
5/12/2015,128.8753814
5/13/2015,128.8753814
5/14/2015,128.8753814
5/15/2015,128.8753814
5/16/2015,128.8753814
5/17/2015,128.8753814
5/18/2015,128.8753814
5/19/2015,128.8753814
5/20/2015,128.8753814
5/21/2015,128.8753814
5/22/2015,128.8753814
5/23/2015,128.8753814
5/24/2015,128.8753814
5/25/2015,128.8753814
5/26/2015,128.8753814
5/27/2015,128.8753814
5/28/2015,128.8753814
5/29/2015,128.8753814
5/30/2015,128.8753814
5/31/2015,128.8753814
6/1/2015,128.8753814
6/2/2015,128.8753814
6/3/2015,128.8753814
6/4/2015,128.8753814
6/5/2015,128.8753814
6/6/2015,128.8753814
6/7/2015,128.8753814
6/8/2015,128.8753814
6/9/2015,128.8753814
6/10/2015,128.8753814
6/11/2015,128.8753814
6/12/2015,128.8753814
6/13/2015,128.8753814
6/14/2015,128.8753814
6/15/2015,128.8753814
6/16/2015,128.8753814
6/17/2015,128.8753814
6/18/2015,128.8753814
6/19/2015,128.8753814
6/20/2015,128.8753814
6/21/2015,128.8753814
6/22/2015,128.8753814
6/23/2015,128.8753814
6/24/2015,128.8753814
6/25/2015,128.8753814
6/26/2015,128.8753814
6/27/2015,128.8753814
6/28/2015,128.8753814
6/29/2015,128.8753814
6/30/2015,128.8753814
7/1/2015,128.8753814
7/2/2015,128.8753814
7/3/2015,128.8753814
7/4/2015,128.8753814
7/5/2015,128.8753814
7/6/2015,128.8753814
7/7/2015,128.8753814
7/8/2015,128.8753814
7/9/2015,128.8753814
7/10/2015,128.8753814
7/11/2015,128.8753814
7/12/2015,128.8753814
7/13/2015,128.8753814
7/14/2015,128.8753814
7/15/2015,128.8753814
7/16/2015,128.8753814
7/17/2015,128.793637
7/18/2015,128.793637
7/19/2015,128.793637
7/20/2015,128.793637
7/21/2015,128.793637
7/22/2015,134.4671653
7/23/2015,135.3134927
7/24/2015,136.0269751
7/25/2015,136.0269751
7/26/2015,136.0269751
7/27/2015,136.0269751
7/28/2015,136.0269751
7/29/2015,136.0269751
7/30/2015,136.0269751
7/31/2015,135.8538288
8/1/2015,135.8538288
8/2/2015,135.8538288
8/3/2015,135.8538288
8/4/2015,135.8538288
8/5/2015,135.8538288
8/6/2015,135.8538288
8/7/2015,135.8538288
8/8/2015,135.8538288
8/9/2015,135.8538288
8/10/2015,135.8538288
8/11/2015,135.8538288
8/12/2015,135.8538288
8/13/2015,135.8538288
8/14/2015,135.8538288
8/15/2015,135.8538288
8/16/2015,135.8538288
8/17/2015,135.8538288
8/18/2015,135.8538288
8/19/2015,135.8538288
8/20/2015,135.8538288
8/21/2015,135.8538288
8/22/2015,135.8538288
8/23/2015,135.8538288
8/24/2015,135.8538288
8/25/2015,135.8538288
8/26/2015,135.8538288
8/27/2015,135.8538288
8/28/2015,135.8538288
8/29/2015,135.8538288
8/30/2015,135.8538288
8/31/2015,135.8538288
9/1/2015,135.8538288
9/2/2015,135.8538288
9/3/2015,135.8538288
9/4/2015,135.8538288
9/5/2015,135.8538288
9/6/2015,135.8538288
9/7/2015,135.8538288
9/8/2015,135.8538288
9/9/2015,135.8538288
9/10/2015,135.8538288
9/11/2015,135.8538288
9/12/2015,135.8538288
9/13/2015,135.8538288
9/14/2015,135.8538288
9/15/2015,135.8538288
9/16/2015,135.8538288
9/17/2015,135.8538288
9/18/2015,135.8538288
9/19/2015,135.8538288
9/20/2015,135.8538288
9/21/2015,135.8538288
9/22/2015,135.8538288
9/23/2015,135.8538288
9/24/2015,135.8538288
9/25/2015,135.8538288
9/26/2015,135.8538288
9/27/2015,135.8538288
9/28/2015,135.8538288
9/29/2015,135.8538288
9/30/2015,135.8538288
10/1/2015,135.8538288
10/2/2015,135.8538288
10/3/2015,135.8538288
10/4/2015,135.8538288
10/5/2015,135.8538288
10/6/2015,135.8538288
10/7/2015,135.8538288
10/8/2015,135.8538288
10/9/2015,135.8538288
10/10/2015,135.8538288
10/11/2015,135.8538288
10/12/2015,135.8538288
10/13/2015,135.8538288
10/14/2015,135.8538288
10/15/2015,135.8538288
10/16/2015,135.7989503
10/17/2015,135.7989503
10/18/2015,135.7989503
10/19/2015,135.7989503
10/20/2015,135.7989503
10/21/2015,135.7989503
10/22/2015,135.7989503
10/23/2015,137.2154666
10/24/2015,137.2154666
10/25/2015,137.2154666
10/26/2015,137.2154666
10/27/2015,137.2154666
10/28/2015,142.3770191
10/29/2015,143.8457778
10/30/2015,143.8457778
10/31/2015,143.8457778
11/1/2015,143.8457778
11/2/2015,143.8457778
11/3/2015,143.8457778
11/4/2015,143.8457778
11/5/2015,143.9383216
11/6/2015,143.9383216
11/7/2015,143.9383216
11/8/2015,143.9383216
11/9/2015,143.9383216
11/10/2015,143.9383216
11/11/2015,143.9383216
11/12/2015,143.9383216
11/13/2015,143.9383216
11/14/2015,143.9383216
11/15/2015,143.9383216
11/16/2015,143.9383216
11/17/2015,143.9383216
11/18/2015,143.9383216
11/19/2015,143.9383216
11/20/2015,143.9383216
11/21/2015,143.9383216
11/22/2015,143.9383216
11/23/2015,143.9383216
11/24/2015,143.9383216
11/25/2015,143.9383216
11/26/2015,143.9383216
11/27/2015,143.9383216
11/28/2015,143.9383216
11/29/2015,143.9383216
11/30/2015,143.9383216
12/1/2015,143.9383216
12/2/2015,143.9383216
12/3/2015,143.9383216
12/4/2015,143.9383216
12/5/2015,143.9383216
12/6/2015,143.9383216
12/7/2015,143.9383216
12/8/2015,143.9383216
12/9/2015,143.9383216
12/10/2015,143.9383216
12/11/2015,143.9383216
12/12/2015,143.9383216
12/13/2015,143.9383216
12/14/2015,143.9383216
12/15/2015,143.9383216
12/16/2015,143.9383216
12/17/2015,143.9383216
12/18/2015,143.9383216
12/19/2015,143.9383216
12/20/2015,143.9383216
12/21/2015,143.9383216
12/22/2015,143.9383216
12/23/2015,143.9383216
12/24/2015,143.9383216
12/25/2015,143.9383216
12/26/2015,143.9383216
12/27/2015,143.9383216
12/28/2015,143.9383216
12/29/2015,143.9383216
12/30/2015,143.9383216
12/31/2015,143.9383216
1/1/2016,143.9383216
1/2/2016,143.9383216
1/3/2016,143.9383216
1/4/2016,143.9383216
1/5/2016,143.9383216
1/6/2016,143.9383216
1/7/2016,143.9383216
1/8/2016,143.9383216
1/9/2016,143.9383216
1/10/2016,143.9383216
1/11/2016,143.9383216
1/12/2016,143.9383216
1/13/2016,143.9383216
1/14/2016,143.9383216
1/15/2016,143.9383216
1/16/2016,143.9383216
1/17/2016,143.9383216
1/18/2016,143.9383216
1/19/2016,143.9383216
1/20/2016,143.9383216
1/21/2016,143.9383216
1/22/2016,143.9383216
1/23/2016,143.9383216
1/24/2016,143.9383216
1/25/2016,143.9383216
1/26/2016,143.9383216
1/27/2016,143.8263735
1/28/2016,145.9486821
1/29/2016,146.7233627
1/30/2016,146.7233627
1/31/2016,146.7233627
2/1/2016,146.7233627
2/2/2016,146.7233627
2/3/2016,146.7233627
2/4/2016,146.7233627
2/5/2016,146.7233627
2/6/2016,146.7233627
2/7/2016,146.7233627
2/8/2016,146.7233627
2/9/2016,146.7233627
2/10/2016,146.7233627
2/11/2016,148.1876435
2/12/2016,148.1876435
2/13/2016,148.1876435
2/14/2016,148.1876435
2/15/2016,148.1876435
2/16/2016,148.1876435
2/17/2016,148.1876435
2/18/2016,148.1876435
2/19/2016,148.1876435
2/20/2016,148.1876435
2/21/2016,148.1876435
2/22/2016,148.1876435
2/23/2016,148.1876435
2/24/2016,148.1876435
2/25/2016,148.1876435
2/26/2016,148.1876435
2/27/2016,148.1876435
2/28/2016,148.1876435
2/29/2016,148.1876435
3/1/2016,148.1876435
3/2/2016,148.1876435
3/3/2016,148.1876435
3/4/2016,148.1876435
3/5/2016,148.1876435
3/6/2016,148.1876435
3/7/2016,148.1876435
3/8/2016,148.1876435
3/9/2016,148.1876435
3/10/2016,148.1876435
3/11/2016,148.1876435
3/12/2016,148.1876435
3/13/2016,148.1876435
3/14/2016,148.1876435
3/15/2016,148.1876435
3/16/2016,148.1876435
3/17/2016,148.1876435
3/18/2016,148.1876435
3/19/2016,148.1876435
3/20/2016,148.1876435
3/21/2016,148.1876435
3/22/2016,148.1876435
3/23/2016,148.1876435
3/24/2016,148.1876435
3/25/2016,148.1876435
3/26/2016,148.1876435
3/27/2016,148.1876435
3/28/2016,148.1876435
3/29/2016,148.1876435
3/30/2016,148.1876435
3/31/2016,148.1876435
4/1/2016,148.1876435
4/2/2016,148.1876435
4/3/2016,148.1876435
4/4/2016,148.1876435
4/5/2016,148.1876435
4/6/2016,148.1876435
4/7/2016,148.1876435
4/8/2016,148.1876435
4/9/2016,148.1876435
4/10/2016,148.1876435
4/11/2016,148.1876435
4/12/2016,148.1876435
4/13/2016,148.1876435
4/14/2016,148.1876435
4/15/2016,148.1876435
4/16/2016,148.1876435
4/17/2016,148.1876435
4/18/2016,148.1876435
4/19/2016,148.1876435
4/20/2016,148.1159923
4/21/2016,148.1159923
4/22/2016,148.1159923
4/23/2016,148.1159923
4/24/2016,148.1159923
4/25/2016,148.1159923
4/26/2016,148.1159923
4/27/2016,141.7110699
4/28/2016,143.3171516
4/29/2016,144.5351466
4/30/2016,144.5351466
5/1/2016,144.5351466
5/2/2016,144.5351466
5/3/2016,145.8710603
5/4/2016,145.8710603
5/5/2016,145.8710603
5/6/2016,145.8710603
5/7/2016,145.8710603
5/8/2016,145.8710603
5/9/2016,145.8710603
5/10/2016,145.8710603
5/11/2016,145.8710603
5/12/2016,145.8710603
5/13/2016,145.8710603
5/14/2016,145.8710603
5/15/2016,145.8710603
5/16/2016,145.8710603
5/17/2016,145.8710603
5/18/2016,145.8710603
5/19/2016,145.8710603
5/20/2016,145.8710603
5/21/2016,145.8710603
5/22/2016,145.8710603
5/23/2016,145.8710603
5/24/2016,145.8710603
5/25/2016,145.8710603
5/26/2016,145.8710603
5/27/2016,145.8710603
5/28/2016,145.8710603
5/29/2016,145.8710603
5/30/2016,145.8710603
5/31/2016,145.8710603
6/1/2016,145.8710603
6/2/2016,145.8710603
6/3/2016,145.8710603
6/4/2016,145.8710603
6/5/2016,145.8710603
6/6/2016,145.8710603
6/7/2016,145.8710603
6/8/2016,145.8710603
6/9/2016,145.8710603
6/10/2016,145.8710603
6/11/2016,145.8710603
6/12/2016,145.8710603
6/13/2016,145.8710603
6/14/2016,145.8710603
6/15/2016,145.8710603
6/16/2016,145.8710603
6/17/2016,145.8710603
6/18/2016,145.8710603
6/19/2016,145.8710603
6/20/2016,145.8710603
6/21/2016,145.8710603
6/22/2016,145.8710603
6/23/2016,145.8710603
6/24/2016,145.8710603
6/25/2016,145.8710603
6/26/2016,145.8710603
6/27/2016,145.8710603
6/28/2016,145.8710603
6/29/2016,145.8710603
6/30/2016,145.8710603
7/1/2016,145.8710603
7/2/2016,145.8710603
7/3/2016,145.8710603
7/4/2016,145.8710603
7/5/2016,145.8710603
7/6/2016,145.8710603
7/7/2016,145.8710603
7/8/2016,145.8710603
7/9/2016,145.8710603
7/10/2016,145.8710603
7/11/2016,145.8710603
7/12/2016,145.8710603
7/13/2016,145.8710603
7/14/2016,145.8710603
7/15/2016,145.8710603
7/16/2016,145.8710603
7/17/2016,145.8710603
7/18/2016,145.8710603
7/19/2016,145.8643956
7/20/2016,145.8643956
7/21/2016,145.8643956
7/22/2016,145.8643956
7/23/2016,145.8643956
7/24/2016,145.8643956
7/25/2016,145.8643956
7/26/2016,145.8643956
7/27/2016,139.9266698
7/28/2016,142.1238373
7/29/2016,143.3492956
7/30/2016,143.3492956
7/31/2016,143.3492956
8/1/2016,143.3492956
8/2/2016,143.3492956
8/3/2016,143.3492956
8/4/2016,145.0553842
8/5/2016,145.0553842
8/6/2016,145.0553842
8/7/2016,145.0553842
8/8/2016,145.0553842
8/9/2016,145.0553842
8/10/2016,145.0553842
8/11/2016,145.0553842
8/12/2016,145.0553842
8/13/2016,145.0553842
8/14/2016,145.0553842
8/15/2016,145.0553842
8/16/2016,145.0553842
8/17/2016,145.0553842
8/18/2016,145.0553842
8/19/2016,145.0553842
8/20/2016,145.0553842
8/21/2016,145.0553842
8/22/2016,145.0553842
8/23/2016,145.0553842
8/24/2016,145.0553842
8/25/2016,145.0553842
8/26/2016,145.0553842
8/27/2016,145.0553842
8/28/2016,145.0553842
8/29/2016,145.0553842
8/30/2016,145.0553842
8/31/2016,145.0553842
9/1/2016,145.0553842
9/2/2016,145.0553842
9/3/2016,145.0553842
9/4/2016,145.0553842
9/5/2016,145.0553842
9/6/2016,145.0553842
9/7/2016,145.0553842
9/8/2016,145.0553842
9/9/2016,145.0553842
9/10/2016,145.0553842
9/11/2016,145.0553842
9/12/2016,145.0553842
9/13/2016,145.0553842
9/14/2016,145.0553842
9/15/2016,145.0553842
9/16/2016,145.0553842
9/17/2016,145.0553842
9/18/2016,145.0553842
9/19/2016,145.0553842
9/20/2016,145.0553842
9/21/2016,145.0553842
9/22/2016,145.0553842
9/23/2016,145.0553842
9/24/2016,145.0553842
9/25/2016,145.0553842
9/26/2016,145.0553842
9/27/2016,145.0553842
9/28/2016,145.0553842
9/29/2016,145.0553842
9/30/2016,145.0553842
10/1/2016,145.0553842
10/2/2016,145.0553842
10/3/2016,145.0553842
10/4/2016,145.0553842
10/5/2016,145.0553842
10/6/2016,145.0553842
10/7/2016,145.0553842
10/8/2016,145.0553842
10/9/2016,145.0553842
10/10/2016,145.0553842
10/11/2016,145.0553842
10/12/2016,145.0553842
10/13/2016,145.0553842
10/14/2016,145.0553842
10/15/2016,145.0553842
10/16/2016,145.0553842
10/17/2016,145.0553842
10/18/2016,145.0553842
10/19/2016,145.0553842
10/20/2016,145.1037383
10/21/2016,145.1037383
10/22/2016,145.1037383
10/23/2016,145.1037383
10/24/2016,145.1037383
10/25/2016,145.1037383
10/26/2016,140.8317999
10/27/2016,140.8317999
10/28/2016,141.0855488
10/29/2016,141.0855488
10/30/2016,141.0855488
10/31/2016,141.0855488
11/1/2016,141.0855488
11/2/2016,141.0855488
11/3/2016,145.1485176
11/4/2016,145.1485176
11/5/2016,145.1485176
11/6/2016,145.1485176
11/7/2016,145.1485176
11/8/2016,145.1485176
11/9/2016,145.1485176
11/10/2016,145.1485176
11/11/2016,145.1485176
11/12/2016,145.1485176
11/13/2016,145.1485176
11/14/2016,145.1485176
11/15/2016,145.1485176
11/16/2016,145.1485176
11/17/2016,145.1485176
11/18/2016,145.1485176
11/19/2016,145.1485176
11/20/2016,145.1485176
11/21/2016,145.1485176
11/22/2016,145.1485176
11/23/2016,145.1485176
11/24/2016,145.1485176
11/25/2016,145.1485176
11/26/2016,145.1485176
11/27/2016,145.1485176
11/28/2016,145.1485176
11/29/2016,145.1485176
11/30/2016,145.1485176
12/1/2016,145.1485176
12/2/2016,145.1485176
12/3/2016,145.1485176
12/4/2016,145.1485176
12/5/2016,145.1485176
12/6/2016,145.1485176
12/7/2016,145.1485176
12/8/2016,145.1485176
12/9/2016,145.1485176
12/10/2016,145.1485176
12/11/2016,145.1485176
12/12/2016,145.1485176
12/13/2016,145.1485176
12/14/2016,145.1485176
12/15/2016,145.1485176
12/16/2016,145.1485176
12/17/2016,145.1485176
12/18/2016,145.1485176
12/19/2016,145.1485176
12/20/2016,145.1485176
12/21/2016,145.1485176
12/22/2016,145.1485176
12/23/2016,145.1485176
12/24/2016,145.1485176
12/25/2016,145.1485176
12/26/2016,145.1485176
12/27/2016,145.1485176
12/28/2016,145.1485176
12/29/2016,145.1485176
12/30/2016,145.1485176
12/31/2016,145.1485176
1/1/2017,145.1485176
1/2/2017,145.1485176
1/3/2017,145.1485176
1/4/2017,145.1485176
1/5/2017,145.1485176
1/6/2017,145.1485176
1/7/2017,145.1485176
1/8/2017,145.1485176
1/9/2017,145.1485176
1/10/2017,145.1485176
1/11/2017,145.1485176
1/12/2017,145.1485176
1/13/2017,145.1485176
1/14/2017,145.1485176
1/15/2017,145.1485176
1/16/2017,145.1485176
1/17/2017,145.1485176
1/18/2017,145.1485176
1/19/2017,145.1485176
1/20/2017,145.1485176
1/21/2017,145.1485176
1/22/2017,145.1485176
1/23/2017,145.1485176
1/24/2017,145.1485176
1/25/2017,145.1485176
1/26/2017,145.1485176
1/27/2017,145.2888855
1/28/2017,145.2888855
1/29/2017,145.2888855
1/30/2017,145.2888855
1/31/2017,145.2888855
2/1/2017,144.076861
2/2/2017,144.076861
2/3/2017,148.9279442
2/4/2017,148.9279442
2/5/2017,148.9279442
2/6/2017,148.9279442
2/7/2017,148.9279442
2/8/2017,148.9279442
2/9/2017,148.9279442
2/10/2017,149.1458698
2/11/2017,149.1458698
2/12/2017,149.1458698
2/13/2017,149.1458698
2/14/2017,149.1458698
2/15/2017,149.1458698
2/16/2017,149.1458698
2/17/2017,149.1458698
2/18/2017,149.1458698
2/19/2017,149.1458698
2/20/2017,149.1458698
2/21/2017,149.1458698
2/22/2017,149.1458698
2/23/2017,149.1458698
2/24/2017,149.1458698
