Date,Level
3/1/14,100
3/2/14,100
3/3/14,100
3/4/14,100
3/5/14,100
3/6/14,100
3/7/14,100
3/8/14,100
3/9/14,100
3/10/14,100
3/11/14,100
3/12/14,100
3/13/14,100
3/14/14,100
3/15/14,100
3/16/14,100
3/17/14,100
3/18/14,100
3/19/14,100
3/20/14,100
3/21/14,100
3/22/14,100
3/23/14,100
3/24/14,100
3/25/14,99.97055983
3/26/14,99.97055983
3/27/14,99.97055983
3/28/14,99.97055983
3/29/14,99.97055983
3/30/14,99.97055983
3/31/14,99.94044988
4/1/14,99.94044988
4/2/14,99.94044988
4/3/14,99.94044988
4/4/14,99.94044988
4/5/14,99.94044988
4/6/14,99.94044988
4/7/14,99.94044988
4/8/14,99.94054395
4/9/14,99.94054395
4/10/14,99.94054395
4/11/14,99.94054395
4/12/14,99.94054395
4/13/14,99.94054395
4/14/14,99.94054395
4/15/14,99.93973939
4/16/14,99.93973939
4/17/14,99.93973939
4/18/14,99.93973939
4/19/14,99.93973939
4/20/14,99.93973939
4/21/14,99.93973939
4/22/14,100.9064223
4/23/14,100.9064223
4/24/14,100.9064223
4/25/14,100.9097507
4/26/14,100.9097507
4/27/14,100.9097507
4/28/14,100.9097507
4/29/14,100.9097507
4/30/14,101.1027014
5/1/14,101.0814768
5/2/14,101.0242515
5/3/14,101.0242515
5/4/14,101.0242515
5/5/14,101.0242515
5/6/14,101.3908578
5/7/14,101.3908578
5/8/14,101.593375
5/9/14,101.6752073
5/10/14,101.6752073
5/11/14,101.6752073
5/12/14,101.708883
5/13/14,101.708883
5/14/14,101.708883
5/15/14,101.708265
5/16/14,101.708265
5/17/14,101.708265
5/18/14,101.708265
5/19/14,101.708265
5/20/14,101.7078566
5/21/14,101.7078566
5/22/14,101.7078566
5/23/14,101.7078566
5/24/14,101.7078566
5/25/14,101.7078566
5/26/14,101.7078566
5/27/14,101.7078566
5/28/14,101.7078566
5/29/14,101.7078566
5/30/14,101.7078566
5/31/14,101.7078566
6/1/14,101.7078566
6/2/14,101.7078566
6/3/14,101.7078566
6/4/14,101.7078566
6/5/14,101.7078566
6/6/14,101.7078566
6/7/14,101.7078566
6/8/14,101.7078566
6/9/14,101.7078566
6/10/14,101.7078566
6/11/14,101.7078566
6/12/14,101.7078566
6/13/14,101.7078566
6/14/14,101.7078566
6/15/14,101.7078566
6/16/14,101.7078566
6/17/14,101.7078566
6/18/14,101.7078566
6/19/14,101.7078566
6/20/14,101.7078566
6/21/14,101.7078566
6/22/14,101.7078566
6/23/14,101.7078566
6/24/14,101.7078566
6/25/14,101.7078566
6/26/14,101.7078566
6/27/14,101.7078566
6/28/14,101.7078566
6/29/14,101.7078566
6/30/14,101.7078566
7/1/14,101.7078566
7/2/14,101.7078566
7/3/14,101.7078566
7/4/14,101.7078566
7/5/14,101.7078566
7/6/14,101.7078566
7/7/14,101.7078566
7/8/14,101.7078566
7/9/14,101.7078566
7/10/14,101.7078566
7/11/14,101.7078566
7/12/14,101.7078566
7/13/14,101.7078566
7/14/14,101.7078566
7/15/14,101.7078566
7/16/14,101.7078566
7/17/14,101.7078566
7/18/14,101.7078566
7/19/14,101.7078566
7/20/14,101.7078566
7/21/14,101.7078566
7/22/14,101.7078566
7/23/14,101.7078566
7/24/14,102.4198446
7/25/14,102.4198446
7/26/14,102.4198446
7/27/14,102.4198446
7/28/14,102.4198446
7/29/14,102.4519342
7/30/14,102.4519342
7/31/14,102.8436241
8/1/14,102.8436241
8/2/14,102.8436241
8/3/14,102.8436241
8/4/14,102.8436241
8/5/14,102.8609897
8/6/14,102.5082971
8/7/14,102.7367449
8/8/14,102.7367449
8/9/14,102.7367449
8/10/14,102.7367449
8/11/14,102.7391626
8/12/14,102.7391626
8/13/14,102.7391626
8/14/14,102.7384224
8/15/14,102.7384224
8/16/14,102.7384224
8/17/14,102.7384224
8/18/14,102.7384224
8/19/14,102.7381894
8/20/14,102.6601447
8/21/14,102.6601447
8/22/14,102.6601447
8/23/14,102.6601447
8/24/14,102.6601447
8/25/14,102.6601447
8/26/14,102.6601447
8/27/14,102.6601447
8/28/14,102.6601447
8/29/14,102.6601447
8/30/14,102.6601447
8/31/14,102.6601447
9/1/14,102.6601447
9/2/14,102.6601447
9/3/14,102.6601447
9/4/14,102.6601447
9/5/14,102.6601447
9/6/14,102.6601447
9/7/14,102.6601447
9/8/14,102.6601447
9/9/14,102.6601447
9/10/14,102.6601447
9/11/14,102.6601447
9/12/14,102.6601447
9/13/14,102.6601447
9/14/14,102.6601447
9/15/14,102.6601447
9/16/14,102.6601447
9/17/14,102.6601447
9/18/14,102.6601447
9/19/14,102.6601447
9/20/14,102.6601447
9/21/14,102.6601447
9/22/14,102.6601447
9/23/14,102.6601447
9/24/14,102.6601447
9/25/14,102.6601447
9/26/14,102.6601447
9/27/14,102.6601447
9/28/14,102.6601447
9/29/14,102.6601447
9/30/14,102.6601447
10/1/14,102.6601447
10/2/14,102.6601447
10/3/14,102.6601447
10/4/14,102.6601447
10/5/14,102.6601447
10/6/14,102.6601447
10/7/14,102.6601447
10/8/14,102.6601447
10/9/14,102.6601447
10/10/14,102.6601447
10/11/14,102.6601447
10/12/14,102.6601447
10/13/14,102.6601447
10/14/14,102.6601447
10/15/14,102.6601447
10/16/14,102.6601447
10/17/14,102.6601447
10/18/14,102.6601447
10/19/14,102.6601447
10/20/14,102.6601447
10/21/14,102.6601447
10/22/14,102.6601447
10/23/14,103.2988114
10/24/14,103.2988114
10/25/14,103.2988114
10/26/14,103.2988114
10/27/14,103.2988114
10/28/14,103.3287477
10/29/14,103.3287477
10/30/14,103.3287477
10/31/14,103.4191779
11/1/14,103.4191779
11/2/14,103.4191779
11/3/14,103.4191779
11/4/14,103.6352229
11/5/14,103.658377
11/6/14,103.9691568
11/7/14,103.97115
11/8/14,103.97115
11/9/14,103.97115
11/10/14,103.97115
11/11/14,103.97115
11/12/14,103.97115
11/13/14,104.1911138
11/14/14,104.1906091
11/15/14,104.1906091
11/16/14,104.1906091
11/17/14,104.1906091
11/18/14,104.1881438
11/19/14,104.1881438
11/20/14,104.1881438
11/21/14,104.1881438
11/22/14,104.1881438
11/23/14,104.1881438
11/24/14,104.1881438
11/25/14,104.1881438
11/26/14,104.1881438
11/27/14,104.1881438
11/28/14,104.1881438
11/29/14,104.1881438
11/30/14,104.1881438
12/1/14,104.1881438
12/2/14,104.1881438
12/3/14,104.1881438
12/4/14,104.1881438
12/5/14,104.1881438
12/6/14,104.1881438
12/7/14,104.1881438
12/8/14,104.1881438
12/9/14,104.1881438
12/10/14,104.1881438
12/11/14,104.1881438
12/12/14,104.1881438
12/13/14,104.1881438
12/14/14,104.1881438
12/15/14,104.1881438
12/16/14,104.1881438
12/17/14,104.1881438
12/18/14,104.1881438
12/19/14,104.1881438
12/20/14,104.1881438
12/21/14,104.1881438
12/22/14,104.1881438
12/23/14,104.1881438
12/24/14,104.1881438
12/25/14,104.1881438
12/26/14,104.1881438
12/27/14,104.1881438
12/28/14,104.1881438
12/29/14,104.1881438
12/30/14,104.1881438
12/31/14,104.1881438
1/1/15,104.1881438
1/2/15,104.1881438
1/3/15,104.1881438
1/4/15,104.1881438
1/5/15,104.1881438
1/6/15,104.1881438
1/7/15,104.1881438
1/8/15,104.1881438
1/9/15,104.1881438
1/10/15,104.1881438
1/11/15,104.1881438
1/12/15,104.1881438
1/13/15,104.1881438
1/14/15,104.1881438
1/15/15,104.1881438
1/16/15,104.1881438
1/17/15,104.1881438
1/18/15,104.1881438
1/19/15,104.1881438
1/20/15,104.1881438
1/21/15,104.1881438
1/22/15,104.1881438
1/23/15,104.1881438
1/24/15,104.1881438
1/25/15,104.1881438
1/26/15,104.1881438
1/27/15,104.1881438
1/28/15,104.1881438
1/29/15,104.3637289
1/30/15,104.3637289
1/31/15,104.3637289
2/1/15,104.3637289
2/2/15,104.3637289
2/3/15,104.3637289
2/4/15,104.3637289
2/5/15,104.4686072
2/6/15,104.5108306
2/7/15,104.5108306
2/8/15,104.5108306
2/9/15,104.5108306
2/10/15,104.5108306
2/11/15,104.5108306
2/12/15,104.5108306
2/13/15,104.5108306
2/14/15,104.5108306
2/15/15,104.5108306
2/16/15,104.5108306
2/17/15,104.5108306
2/18/15,104.5108306
2/19/15,104.763596
2/20/15,104.8126673
2/21/15,104.8126673
2/22/15,104.8126673
2/23/15,105.0146789
2/24/15,105.1130837
2/25/15,105.1130837
2/26/15,105.3202259
2/27/15,89.95942218
2/28/15,89.95942218
3/1/15,89.95942218
3/2/15,89.95942218
3/3/15,89.95942218
3/4/15,89.95942218
3/5/15,89.95942218
3/6/15,89.95942218
3/7/15,89.95942218
3/8/15,89.95942218
3/9/15,89.95942218
3/10/15,89.95942218
