Date,Index Level
2014-03-01,100
2014-03-02,100
2014-03-03,100
2014-03-04,100
2014-03-05,99.69023419
2014-03-06,99.69023419
2014-03-07,99.69023419
2014-03-08,99.69023419
2014-03-09,99.69023419
2014-03-10,99.69023419
2014-03-11,99.69023419
2014-03-12,99.69023419
2014-03-13,99.71835882
2014-03-14,99.71835882
2014-03-15,99.71835882
2014-03-16,99.71835882
2014-03-17,99.71835882
2014-03-18,99.71835882
2014-03-19,99.71835882
2014-03-20,99.71835882
2014-03-21,99.71835882
2014-03-22,99.71835882
2014-03-23,99.71835882
2014-03-24,99.71835882
2014-03-25,99.71835882
2014-03-26,99.71835882
2014-03-27,99.83627709
2014-03-28,99.83627709
2014-03-29,99.83627709
2014-03-30,99.83627709
2014-03-31,99.83627709
2014-04-01,99.83627709
2014-04-02,99.83627709
2014-04-03,99.83627709
2014-04-04,99.83627709
2014-04-05,99.83627709
2014-04-06,99.83627709
2014-04-07,101.3655102
2014-04-08,101.3655102
2014-04-09,101.3655102
2014-04-10,101.3655102
2014-04-11,101.3655102
2014-04-12,101.3655102
2014-04-13,101.3655102
2014-04-14,101.3655102
2014-04-15,101.3655102
2014-04-16,101.3655102
2014-04-17,101.3655102
2014-04-18,101.3655102
2014-04-19,101.3655102
2014-04-20,101.3655102
2014-04-21,101.3655102
2014-04-22,101.3655102
2014-04-23,101.3655102
2014-04-24,101.3655102
2014-04-25,101.5820953
2014-04-26,101.5820953
2014-04-27,101.5820953
2014-04-28,101.5820953
2014-04-29,101.5820953
2014-04-30,101.5820953
2014-05-01,101.8149849
2014-05-02,101.9309022
2014-05-03,101.9309022
2014-05-04,101.9309022
2014-05-05,101.9309022
2014-05-06,101.9309022
2014-05-07,101.9309022
2014-05-08,102.2191607
2014-05-09,102.2191607
2014-05-10,102.2191607
2014-05-11,102.2191607
2014-05-12,102.2191607
2014-05-13,102.2191607
2014-05-14,102.2191607
2014-05-15,102.2191607
2014-05-16,102.2837179
2014-05-17,102.2837179
2014-05-18,102.2837179
2014-05-19,102.2837179
2014-05-20,102.2837179
2014-05-21,102.3952999
2014-05-22,102.6817014
2014-05-23,102.6817014
2014-05-24,102.6817014
2014-05-25,102.6817014
2014-05-26,102.6817014
2014-05-27,102.6817014
2014-05-28,102.6955994
2014-05-29,102.6955994
2014-05-30,102.7432626
2014-05-31,102.7432626
2014-06-01,102.7432626
2014-06-02,102.7432626
2014-06-03,102.7432626
2014-06-04,102.7432626
2014-06-05,102.9116825
2014-06-06,102.9116825
2014-06-07,102.9116825
2014-06-08,102.9116825
2014-06-09,102.9116825
2014-06-10,102.9116825
2014-06-11,102.9116825
2014-06-12,102.9116825
2014-06-13,102.9116825
2014-06-14,102.9116825
2014-06-15,102.9116825
2014-06-16,102.9116825
2014-06-17,102.9116825
2014-06-18,102.9116825
2014-06-19,102.9116825
2014-06-20,102.9116825
2014-06-21,102.9116825
2014-06-22,102.9116825
2014-06-23,102.9116825
2014-06-24,102.9116825
2014-06-25,102.9116825
2014-06-26,102.9116825
2014-06-27,102.9116825
2014-06-28,102.9116825
2014-06-29,102.9116825
2014-06-30,102.9116825
2014-07-01,102.9116825
2014-07-02,102.9116825
2014-07-03,104.1658195
2014-07-04,104.1658195
2014-07-05,104.1658195
2014-07-06,104.1658195
2014-07-07,104.1658195
2014-07-08,104.1658195
2014-07-09,104.1658195
2014-07-10,104.1658195
2014-07-11,104.1658195
2014-07-12,104.1658195
2014-07-13,104.1658195
2014-07-14,104.1658195
2014-07-15,104.1658195
2014-07-16,104.1658195
2014-07-17,104.1658195
2014-07-18,104.1658195
2014-07-19,104.1658195
2014-07-20,104.1658195
2014-07-21,104.1658195
2014-07-22,104.1658195
2014-07-23,104.1658195
2014-07-24,104.1658195
2014-07-25,104.9345814
2014-07-26,104.9345814
2014-07-27,104.9345814
2014-07-28,104.9599641
2014-07-29,104.9599641
2014-07-30,105.0736956
2014-07-31,105.4693819
2014-08-01,105.4693819
2014-08-02,105.4693819
2014-08-03,105.4693819
2014-08-04,105.4693819
2014-08-05,105.4693819
2014-08-06,105.4693819
2014-08-07,105.4693819
2014-08-08,105.4801679
2014-08-09,105.4801679
2014-08-10,105.4801679
2014-08-11,105.5299746
2014-08-12,105.5299746
2014-08-13,105.5299746
2014-08-14,105.5299746
2014-08-15,105.5299746
2014-08-16,105.5299746
2014-08-17,105.5299746
2014-08-18,105.5558058
2014-08-19,105.5558058
