Date,Index Level
2014-03-01,100
2014-03-02,100
2014-03-03,101.5415471
2014-03-04,101.5415471
2014-03-05,101.5415471
2014-03-06,101.5415471
2014-03-07,101.5415471
2014-03-08,101.5415471
2014-03-09,101.5415471
2014-03-10,101.5415471
2014-03-11,101.5415471
2014-03-12,101.5415471
2014-03-13,101.5415471
2014-03-14,101.5415471
2014-03-15,101.5415471
2014-03-16,101.5415471
2014-03-17,101.5415471
2014-03-18,101.5415471
2014-03-19,101.5415471
2014-03-20,101.5415471
2014-03-21,101.5415471
2014-03-22,101.5415471
2014-03-23,101.5415471
2014-03-24,101.5415471
2014-03-25,101.5415471
2014-03-26,101.5415471
2014-03-27,101.5415471
2014-03-28,101.5415471
2014-03-29,101.5415471
2014-03-30,101.5415471
2014-03-31,101.5415471
2014-04-01,101.5415471
2014-04-02,101.5415471
2014-04-03,101.5415471
2014-04-04,101.5415471
2014-04-05,101.5415471
2014-04-06,101.5415471
2014-04-07,101.5415471
2014-04-08,101.5415471
2014-04-09,101.5415471
2014-04-10,101.5415471
2014-04-11,101.5415471
2014-04-12,101.5415471
2014-04-13,101.5415471
2014-04-14,101.5415471
2014-04-15,101.5415471
2014-04-16,101.5415471
2014-04-17,101.5415471
2014-04-18,101.5415471
2014-04-19,101.5415471
2014-04-20,101.5415471
2014-04-21,101.5415471
2014-04-22,101.5415471
2014-04-23,101.5415471
2014-04-24,101.5415471
2014-04-25,101.5415471
2014-04-26,101.5415471
2014-04-27,101.5415471
2014-04-28,101.5541571
2014-04-29,101.5589088
2014-04-30,101.9097745
2014-05-01,100.2381258
2014-05-02,99.13097933
2014-05-03,99.13097933
2014-05-04,99.13097933
2014-05-05,99.13097933
2014-05-06,99.55958282
2014-05-07,100.5450858
2014-05-08,100.585957
2014-05-09,101.359287
2014-05-10,101.359287
2014-05-11,101.359287
2014-05-12,101.3598572
2014-05-13,101.3598572
2014-05-14,101.3598572
2014-05-15,101.3598572
2014-05-16,101.3598572
2014-05-17,101.3598572
2014-05-18,101.3598572
2014-05-19,101.3598572
2014-05-20,101.3598572
2014-05-21,101.3598572
2014-05-22,101.3598572
2014-05-23,101.3598572
2014-05-24,101.3598572
2014-05-25,101.3598572
2014-05-26,101.3598572
2014-05-27,101.3598572
2014-05-28,101.3598572
2014-05-29,101.3598572
2014-05-30,101.3598572
2014-05-31,101.3598572
2014-06-01,101.3598572
2014-06-02,101.3598572
2014-06-03,101.3598572
2014-06-04,101.3598572
2014-06-05,101.3598572
2014-06-06,101.3598572
2014-06-07,101.3598572
2014-06-08,101.3598572
2014-06-09,101.3598572
2014-06-10,101.3598572
2014-06-11,101.3598572
2014-06-12,101.3598572
2014-06-13,101.3598572
2014-06-14,101.3598572
2014-06-15,101.3598572
2014-06-16,101.3598572
2014-06-17,101.3598572
2014-06-18,101.3598572
2014-06-19,101.3598572
2014-06-20,101.3598572
2014-06-21,101.3598572
2014-06-22,101.3598572
2014-06-23,101.3598572
2014-06-24,101.3598572
2014-06-25,101.3598572
2014-06-26,101.3598572
2014-06-27,101.3598572
2014-06-28,101.3598572
2014-06-29,101.3598572
2014-06-30,101.3598572
2014-07-01,101.3598572
2014-07-02,101.3598572
2014-07-03,101.3598572
2014-07-04,101.3598572
2014-07-05,101.3598572
2014-07-06,101.3598572
2014-07-07,101.3598572
2014-07-08,101.3598572
2014-07-09,101.3598572
2014-07-10,101.3598572
2014-07-11,101.3598572
2014-07-12,101.3598572
2014-07-13,101.3598572
2014-07-14,101.3598572
2014-07-15,101.3598572
2014-07-16,101.3598572
2014-07-17,101.3598572
2014-07-18,101.3598572
2014-07-19,101.3598572
2014-07-20,101.3598572
2014-07-21,101.3598572
2014-07-22,101.3598572
2014-07-23,101.3598572
2014-07-24,101.3598572
2014-07-25,101.3598572
2014-07-26,101.3598572
2014-07-27,101.3598572
2014-07-28,101.2579807
2014-07-29,99.63004771
2014-07-30,99.64438359
2014-07-31,99.64438359
2014-08-01,95.85537664
2014-08-02,95.85537664
2014-08-03,95.85537664
2014-08-04,95.38970987
2014-08-05,96.16138623
2014-08-06,96.44775989
2014-08-07,96.52646137
2014-08-08,96.50069099
2014-08-09,96.50069099
2014-08-10,96.50069099
2014-08-11,96.2357361
2014-08-12,96.2357361
2014-08-13,96.2357361
2014-08-14,96.2357361
2014-08-15,96.2357361
2014-08-16,96.2357361
2014-08-17,96.2357361
2014-08-18,96.2357361
2014-08-19,96.2357361
